"","nct_id","study_type","study_type_n","phase","phase_n","condition_type","condition_type_n","intervention_type","arms","groups","enrollment","enrollment_n","start_date","start_date_yr","completion_date","completion_date_yr","duration","duration_n","study_first_posted","study_first_posted_yr","start_to_nct","status","status_n","status_new","published","published_n","sponsor","sponsor_type","sponsor_type_n","sponsor_num","zip_code","city","state","latitude","longitude","country_num","country","country_n"
"3593","NCT03185741","Interventional",1,"N/A",8,"Type 2",2,"Behavioral",3,NA,1200,"1,000-5,000","2018-01-01","2018","2021-07-01","2021",3.49623545516769,"2-5 years","2017-06-01","2017",-0.58590006844627,"Recruiting",7,"Recruiting","No",2,"Northwestern University","Other",4,"4",60611,"Chicago","IL",41.904667,-87.62504,1,"US",1
"3594","NCT03190798","Interventional",1,"Phase 4",7,"Diabetes",3,"Drug",2,NA,0,"<=50","2017-09-01","2017","2018-08-01","2018",0.914442162902122,"<= 1 year","2017-06-01","2017",-0.251882272416153,"Withdrawn",11,"Other","No",2,"The University of Texas Health Science Center at San Antonio","Other",4,"2",78229,"San Antonio","TX",29.499454,-98.57166,1,"US",1
"3595","NCT03193125","Interventional",1,"N/A",8,"Type 2",2,"Dietary Supplement",2,NA,24,"<=50","2017-06-01","2017","2018-06-01","2018",0.999315537303217,"<= 1 year","2017-06-01","2017",0,"Recruiting",7,"Recruiting","No",2,"Pennington Biomedical Research Center","Other",4,"3",70808,"Baton Rouge","LA",30.411391,-91.1497,1,"US",1
"3596","NCT03193229","Interventional",1,"N/A",8,"Diabetes",3,"Behavioral",2,NA,430,"100-1,000","2017-05-01","2017","2018-04-01","2018",0.917180013689254,"<= 1 year","2017-06-01","2017",0.0848733744010951,"Active, not recruiting",1,"Active, not recruiting","No",2,"Philip Polgreen","Other",4,"2",52241,"Coralville","IA",41.688215,-91.58676,1,"US",1
"3597","NCT03195140","Interventional",1,"N/A",8,"Type 1",1,"Device",2,NA,107,"100-1,000","2017-08-01","2017","2018-02-01","2018",0.503764544832307,"<= 1 year","2017-06-01","2017",-0.167008898015058,"Completed",3,"Completed","No",2,"Tandem Diabetes Care, Inc.","Industry",1,"2",94304,"Palo Alto","CA",37.397823,-122.16605,1,"US",1
"3598","NCT03195400","Observational",2,NA,NA,"Other",4,"Other",NA,2,100,"50-100","2017-03-01","2017","2021-12-01","2021",4.75290896646133,"2-5 years","2017-06-01","2017",0.251882272416153,"Recruiting",7,"Recruiting","No",2,"Yale University","Other",4,"1",6510,"New Haven","CT",41.306197,-72.92479,1,"US",1
"3599","NCT03196024","Interventional",1,"N/A",8,"Other",4,"Behavioral",2,NA,440,"100-1,000","2017-10-01","2017","2021-07-01","2021",3.74811772758385,"2-5 years","2017-06-01","2017",-0.334017796030116,"Recruiting",7,"Recruiting","No",2,"University of Kentucky","Other",4,"3",40536,"Lexington","KY",38.032075,-84.508361,1,"US",1
"3600","NCT03196895","Interventional",1,"N/A",8,"Type 2",2,"Behavioral",4,NA,200,"100-1,000","2017-06-01","2017","2021-08-01","2021",4.16700889801506,"2-5 years","2017-06-01","2017",0,"Recruiting",7,"Recruiting","Yes",1,"University of Virginia","Other",4,"2",22908,"Charlottesville","VA",38.040101,-78.485066,1,"US",1
"3601","NCT03197324","Interventional",1,"Phase 1",2,"Diabetes",3,"Drug",2,NA,20,"<=50","2017-07-01","2017","2017-09-01","2017",0.16974674880219,"<= 1 year","2017-06-01","2017",-0.082135523613963,"Completed",3,"Completed","No",2,"Theracos","Industry",1,"1",32117,"Daytona Beach","FL",29.238606,-81.05316,1,"US",1
"3602","NCT03199053","Interventional",1,"Phase 3",6,"Type 2",2,"Drug",5,NA,243,"100-1,000","2017-10-01","2017","2021-09-01","2021",3.91786447638604,"2-5 years","2017-06-01","2017",-0.334017796030116,"Recruiting",7,"Recruiting","No",2,"AstraZeneca","Industry",1,"1",36571,"Saraland","AL",30.831636,-88.09386,24,"US",1
"3603","NCT03199638","Interventional",1,"N/A",8,"Type 1",1,"Drug",3,NA,24,"<=50","2016-04-01","2016","2017-06-01","2017",1.16632443531828,"1-2 years","2017-06-01","2017",1.16632443531828,"Recruiting",7,"Recruiting","No",2,"Nemours Children's Clinic","Other",4,"1",32207,"Jacksonville","FL",30.294389,-81.6374,1,"US",1
"3604","NCT03199716","Interventional",1,"N/A",8,"Type 1",1,"Other",2,NA,66,"50-100","2014-09-01","2014","2018-06-01","2018",3.74811772758385,"2-5 years","2017-06-01","2017",2.74880219028063,"Recruiting",7,"Recruiting","No",2,"University of California, Davis","Other",4,"2",95817,"Sacramento","CA",38.551106,-121.45996,1,"US",1
"3605","NCT03200535","Interventional",1,"N/A",8,"Other",4,"Other",4,NA,6600,"5,000-10,000","2017-06-01","2017","2018-03-01","2018",0.747433264887064,"<= 1 year","2017-06-01","2017",0,"Active, not recruiting",1,"Active, not recruiting","No",2,"Kaiser Permanente","Other",4,"1",80231,"Denver","CO",39.681687,-104.88338,1,"US",1
"3606","NCT03202095","Interventional",1,"Phase 4",7,"Other",4,"Drug",1,NA,15,"<=50","2017-08-01","2017","2019-11-01","2019",2.25051334702259,"2-5 years","2017-06-01","2017",-0.167008898015058,"Recruiting",7,"Recruiting","No",2,"University of Utah","Other",4,"1",84108,"Salt Lake City","UT",40.744646,-111.81123,1,"US",1
"3607","NCT03202680","Interventional",1,"N/A",8,"Other",4,"Other",2,NA,40,"<=50","2017-07-01","2017","2019-03-01","2019",1.66461327857632,"1-2 years","2017-06-01","2017",-0.082135523613963,"Recruiting",7,"Recruiting","No",2,"Midwest Center for Metabolic and Cardiovascular Research","Other",4,"2",33487,"Boca Raton","FL",26.409953,-80.08841,1,"US",1
"3608","NCT03203811","Interventional",1,"Phase 1",2,"Diabetes",3,"Drug",3,NA,40,"<=50","2017-02-01","2017","2017-10-01","2017",0.662559890485969,"<= 1 year","2017-06-01","2017",0.328542094455852,"Completed",3,"Completed","No",2,"Hengrui Therapeutics, Inc.","Industry",1,"1",45227,"Cincinnati","OH",39.15201,-84.38348,1,"US",1
"3609","NCT03207711","Interventional",1,"N/A",8,"Type 2",2,"Behavioral",2,NA,180,"100-1,000","2017-01-01","2017","2018-07-01","2018",1.49486652977413,"1-2 years","2017-07-01","2017",0.49555099247091,"Recruiting",7,"Recruiting","No",2,"University of California, San Francisco","Other",4,"2",94143,"San Francisco","CA",37.76313,-122.458582,1,"US",1
"3610","NCT03207893","Interventional",1,"N/A",8,"Type 2",2,"Behavioral",2,NA,30,"<=50","2018-05-01","2018","2019-05-01","2019",0.999315537303217,"<= 1 year","2017-07-01","2017",-0.832306639288159,"Not yet recruiting",6,"Not yet recruiting","Yes",1,"University of Virginia","Other",4,"2",22908,"Charlottesville","VA",38.040101,-78.485066,1,"US",1
"3611","NCT03208010","Interventional",1,"N/A",8,"Other",4,"Behavioral",2,NA,300,"100-1,000","2017-09-01","2017","2022-03-01","2022",4.49555099247091,"2-5 years","2017-07-01","2017",-0.16974674880219,"Recruiting",7,"Recruiting","No",2,"University of Texas at Austin","Other",4,"2",78582,"Rio Grande City","TX",26.445982,-98.69332,1,"US",1
"3612","NCT03211195","Interventional",1,"Phase 1",2,"Type 2",2,"Drug",2,NA,76,"50-100","2017-06-01","2017","2017-08-01","2017",0.167008898015058,"<= 1 year","2017-07-01","2017",0.082135523613963,"Completed",3,"Completed","No",2,"Sanofi","Industry",1,"1",33014,"Hialeah","FL",25.902172,-80.30732,1,"US",1
"3613","NCT03211832","Interventional",1,"N/A",8,"Diabetes",3,"Other",2,NA,500,"100-1,000","2017-07-01","2017","2021-06-01","2021",3.91786447638604,"2-5 years","2017-07-01","2017",0,"Active, not recruiting",1,"Active, not recruiting","No",2,"Washington University School of Medicine","Other",4,"2",63130,"Saint Louis","MO",38.663951,-90.32348,1,"US",1
"3614","NCT03211858","Interventional",1,"Phase 3",6,"Type 1",1,"Drug",2,NA,580,"100-1,000","2017-08-01","2017","2019-01-01","2019",1.41820670773443,"1-2 years","2017-07-01","2017",-0.0848733744010951,"Recruiting",7,"Recruiting","No",2,"Sanofi","Industry",1,"1",72205,"Little Rock","AR",34.752391,-92.3355,7,"US",1
"3615","NCT03214367","Interventional",1,"Phase 3",6,"Type 1",1,"Drug",3,NA,1199,"1,000-5,000","2017-07-01","2017","2019-09-01","2019",2.16837782340862,"2-5 years","2017-07-01","2017",0,"Recruiting",7,"Recruiting","No",2,"Eli Lilly and Company","Industry",1,"1",36608,"Mobile","AL",30.69044,-88.19701,20,"US",1
"3616","NCT03214380","Interventional",1,"Phase 3",6,"Type 2",2,"Drug",2,NA,670,"100-1,000","2017-01-01","2017","2019-04-01","2019",2.24503764544832,"2-5 years","2017-07-01","2017",0.49555099247091,"Recruiting",7,"Recruiting","No",2,"Eli Lilly and Company","Industry",1,"1",66160,"Kansas City","KS",39.096551,-94.749538,18,"US",1
"3617","NCT03215914","Interventional",1,"N/A",8,"Other",4,"Device",1,NA,18,"<=50","2017-08-01","2017","2022-12-01","2022",5.33333333333333,"5-10 years","2017-07-01","2017",-0.0848733744010951,"Recruiting",7,"Recruiting","No",2,"University of Pennsylvania","Other",4,"2",19104,"Philadelphia","PA",39.961612,-75.19957,1,"US",1
"3618","NCT03216226","Interventional",1,"Phase 3",6,"Other",4,"Drug",2,NA,112,"100-1,000","2017-06-01","2017","2018-02-01","2018",0.670773442847365,"<= 1 year","2017-07-01","2017",0.082135523613963,"Completed",3,"Completed","No",2,"Zealand Pharma","Industry",1,"2",32806,"Orlando","FL",28.51483,-81.36054,4,"US",1
"3619","NCT03216460","Interventional",1,"N/A",8,"Diabetes",3,"Device",1,NA,48,"<=50","2017-07-01","2017","2018-05-01","2018",0.832306639288159,"<= 1 year","2017-07-01","2017",0,"Active, not recruiting",1,"Active, not recruiting","No",2,"Insulet Corporation","Industry",1,"1",94305,"Stanford","CA",37.427039,-122.16496,1,"US",1
"3620","NCT03217175","Interventional",1,"N/A",8,"Type 1",1,"Device",2,NA,40,"<=50","2017-08-01","2017","2018-12-01","2018",1.33333333333333,"1-2 years","2017-07-01","2017",-0.0848733744010951,"Recruiting",7,"Recruiting","No",2,"Massachusetts General Hospital","Other",4,"1",2114,"Boston","MA",42.361792,-71.06774,1,"US",1
"3621","NCT03217591","Interventional",1,"Phase 2",4,"Type 2",2,"Drug",3,NA,150,"100-1,000","2017-08-01","2017","2019-03-01","2019",1.57973990417522,"1-2 years","2017-07-01","2017",-0.0848733744010951,"Recruiting",7,"Recruiting","No",2,"Ironwood Pharmaceuticals, Inc.","Industry",1,"1",90717,"Lomita","CA",33.793384,-118.31611,1,"US",1
"3622","NCT03219411","Interventional",1,"Phase 2",4,"Other",4,"Dietary Supplement",2,NA,12,"<=50","2017-08-01","2017","2018-06-01","2018",0.832306639288159,"<= 1 year","2017-07-01","2017",-0.0848733744010951,"Recruiting",7,"Recruiting","Yes",1,"Joslin Diabetes Center","Other",4,"2",2215,"Boston","MA",42.346997,-71.10215,1,"US",1
"3623","NCT03222180","Interventional",1,"N/A",8,"Type 1",1,"Behavioral",2,NA,150,"100-1,000","2018-02-01","2018","2019-06-01","2019",1.32785763175907,"1-2 years","2017-07-01","2017",-0.588637919233402,"Recruiting",7,"Recruiting","Yes",1,"Nemours Children's Clinic","Other",4,"1",32207,"Jacksonville","FL",30.294389,-81.6374,1,"US",1
"3624","NCT03222284","Interventional",1,"N/A",8,"Type 2",2,"Device",2,NA,30,"<=50","2017-07-01","2017","2017-11-01","2017",0.336755646817248,"<= 1 year","2017-07-01","2017",0,"Recruiting",7,"Recruiting","No",2,"Healthcare Innovation Technology Lab","Industry",1,"2",10032,"New York","NY",40.840686,-73.94154,1,"US",1
"3625","NCT03224234","Interventional",1,"N/A",8,"Diabetes",3,"Device",2,NA,80,"50-100","2017-11-01","2017","2019-12-01","2019",2.0807665982204,"2-5 years","2017-07-01","2017",-0.336755646817248,"Recruiting",7,"Recruiting","No",2,"Emory University","Other",4,"2",30322,"Atlanta","GA",33.793754,-84.3238,1,"US",1
"3626","NCT03224533","Observational",2,NA,NA,"Diabetes",3,"Other",NA,4,34121,">10,000","2015-06-01","2015","2017-05-01","2017",1.91649555099247,"1-2 years","2017-07-01","2017",2.08350444900753,"Completed",3,"Completed","Yes",1,"University of California, Los Angeles","Other",4,"2",90095,"Los Angeles","CA",33.786594,-118.298662,1,"US",1
"3627","NCT03225209","Interventional",1,"Phase 2",4,"Type 2",2,"Other",1,NA,5,"<=50","2018-01-01","2018","2018-08-01","2018",0.580424366872005,"<= 1 year","2017-07-01","2017",-0.503764544832307,"Active, not recruiting",1,"Active, not recruiting","Yes",1,"Moahad S Dar","Other",4,"4",27834,"Greenville","NC",35.626653,-77.37896,1,"US",1
"3628","NCT03228004","Interventional",1,"Phase 1",2,"Type 1",1,"Behavioral",1,NA,53,"50-100","2017-07-01","2017","2018-06-01","2018",0.917180013689254,"<= 1 year","2017-07-01","2017",0,"Active, not recruiting",1,"Active, not recruiting","No",2,"University of Florida","Other",4,"1",32611,"Gainesville","FL",29.681312,-82.353862,1,"US",1
"3629","NCT03228732","Interventional",1,"Early Phase 1",1,"Type 1",1,"Drug",5,NA,60,"50-100","2017-12-01","2017","2020-12-01","2020",3.00068446269678,"2-5 years","2017-07-01","2017",-0.418891170431211,"Recruiting",7,"Recruiting","No",2,"University of Maryland","Other",4,"1",21201,"Baltimore","MD",39.295306,-76.62118,1,"US",1
"3630","NCT03232437","Observational",2,NA,NA,"Diabetes",3,"Device",NA,1,6,"<=50","2017-06-01","2017","2017-06-01","2017",0,"<= 1 year","2017-07-01","2017",0.082135523613963,"Completed",3,"Completed","No",2,"Jana Care","Industry",1,"4",92780,"Tustin","CA",33.741651,-117.82127,1,"US",1
"3631","NCT03234751","Interventional",1,"Phase 1",2,"Diabetes",3,"Drug",2,NA,8,"<=50","2017-07-01","2017","2019-01-01","2019",1.50308008213552,"1-2 years","2017-07-01","2017",0,"Recruiting",7,"Recruiting","Yes",1,"Translational Research Institute for Metabolism and Diabetes, Florida","Other",4,"1",32804,"Orlando","FL",28.577723,-81.3931,1,"US",1
"3632","NCT03235050","Interventional",1,"Phase 2",4,"Type 2",2,"Drug",5,NA,749,"100-1,000","2017-08-01","2017","2020-03-01","2020",2.58179329226557,"2-5 years","2017-08-01","2017",0,"Active, not recruiting",1,"Active, not recruiting","No",2,"AstraZeneca","Industry",1,"2",35205,"Birmingham","AL",33.497055,-86.8057,8,"US",1
"3633","NCT03235219","Interventional",1,"Phase 1",2,"Type 2",2,"Drug",2,NA,39,"<=50","2017-08-01","2017","2018-02-01","2018",0.503764544832307,"<= 1 year","2017-08-01","2017",0,"Completed",3,"Completed","No",2,"Janssen Research & Development, LLC","Industry",1,"1",91911,"Chula Vista","CA",32.608799,-117.0607,1,"US",1
"3634","NCT03235492","Interventional",1,"N/A",8,"Diabetes",3,"Device",1,NA,176,"100-1,000","2017-08-01","2017","2018-08-01","2018",0.999315537303217,"<= 1 year","2017-08-01","2017",0,"Recruiting",7,"Recruiting","No",2,"University of Maryland","Other",4,"1",21201,"Baltimore","MD",39.295306,-76.62118,1,"US",1
"3635","NCT03239717","Interventional",1,"N/A",8,"Diabetes",3,"Other",2,NA,12,"<=50","2017-07-01","2017","2018-10-01","2018",1.25119780971937,"1-2 years","2017-08-01","2017",0.0848733744010951,"Recruiting",7,"Recruiting","Yes",1,"University of Wisconsin, Madison","Other",4,"1",53705,"Madison","WI",43.073395,-89.45049,1,"US",1
"3636","NCT03240432","Interventional",1,"N/A",8,"Type 1",1,"Device",2,NA,200,"100-1,000","2017-09-01","2017","2019-10-01","2019",2.0807665982204,"2-5 years","2017-08-01","2017",-0.0848733744010951,"Recruiting",7,"Recruiting","No",2,"Jaeb Center for Health Research","Other",4,"3",90211,"Beverly Hills","CA",34.066009,-118.38271,1,"US",1
"3637","NCT03240874","Interventional",1,"N/A",8,"Diabetes",3,"Behavioral",2,NA,40,"<=50","2017-08-01","2017","2019-06-01","2019",1.83162217659138,"1-2 years","2017-08-01","2017",0,"Recruiting",7,"Recruiting","No",2,"Northwestern University","Other",4,"1",60611,"Chicago","IL",41.904667,-87.62504,1,"US",1
"3638","NCT03241212","Interventional",1,"N/A",8,"Type 1",1,"Behavioral",2,NA,150,"100-1,000","2017-09-01","2017","2018-08-01","2018",0.914442162902122,"<= 1 year","2017-08-01","2017",-0.0848733744010951,"Recruiting",7,"Recruiting","No",2,"University of Colorado, Denver","Other",4,"1",45,NA,NA,NA,NA,1,"US",1
"3639","NCT03242018","Interventional",1,"Phase 3",6,"Type 2",2,"Drug",3,NA,276,"100-1,000","2017-08-01","2017","2019-09-01","2019",2.08350444900753,"2-5 years","2017-08-01","2017",0,"Recruiting",7,"Recruiting","No",2,"Sanofi","Industry",1,"1",35976,"Guntersville","AL",34.350835,-86.30475,12,"US",1
"3640","NCT03242252","Interventional",1,"Phase 3",6,"Type 2",2,"Drug",3,NA,780,"100-1,000","2017-08-01","2017","2019-09-01","2019",2.08350444900753,"2-5 years","2017-08-01","2017",0,"Recruiting",7,"Recruiting","No",2,"Sanofi","Industry",1,"1",35205,"Birmingham","AL",33.497055,-86.8057,10,"US",1
"3641","NCT03243383","Interventional",1,"N/A",8,"Diabetes",3,"Other",3,NA,235,"100-1,000","2017-09-01","2017","2019-06-01","2019",1.74674880219028,"1-2 years","2017-08-01","2017",-0.0848733744010951,"Recruiting",7,"Recruiting","Yes",1,"Temple University","Other",4,"2",19140,"Philadelphia","PA",40.012212,-75.14503,1,"US",1
"3642","NCT03246997","Interventional",1,"N/A",8,"Diabetes",3,"Other",2,NA,100,"50-100","2017-06-01","2017","2018-06-01","2018",0.999315537303217,"<= 1 year","2017-08-01","2017",0.167008898015058,"Recruiting",7,"Recruiting","No",2,"Icahn School of Medicine at Mount Sinai","Other",4,"4",10029,"New York","NY",40.791586,-73.94575,1,"US",1
"3643","NCT03249077","Interventional",1,"N/A",8,"Diabetes",3,"Behavioral",2,NA,6000,"5,000-10,000","2017-07-01","2017","2021-06-01","2021",3.91786447638604,"2-5 years","2017-08-01","2017",0.0848733744010951,"Active, not recruiting",1,"Active, not recruiting","No",2,"Kaiser Permanente","Other",4,"1",97227,"Portland","OR",45.543831,-122.67497,1,"US",1
"3644","NCT03249506","Observational",2,NA,NA,"Type 2",2,"Drug",NA,2,25358,">10,000","2016-05-01","2016","2017-11-01","2017",1.50308008213552,"1-2 years","2017-08-01","2017",1.25119780971937,"Completed",3,"Completed","No",2,"Janssen Research & Development, LLC","Industry",1,"1",19053,"Feasterville Trevose","PA",40.148759,-74.98228,1,"US",1
"3645","NCT03250078","Observational",2,NA,NA,"Other",4,"Other",NA,2,800,"100-1,000","2016-11-01","2016","2023-11-01","2023",6.99794661190965,"5-10 years","2017-08-01","2017",0.747433264887064,"Recruiting",7,"Recruiting","No",2,"Western Connecticut Health Network","Other",4,"1",6810,"Danbury","CT",41.390194,-73.45441,1,"US",1
"3646","NCT03251846","Interventional",1,"N/A",8,"Type 1",1,"Device",1,NA,50,"<=50","2017-07-01","2017","2018-07-01","2018",0.999315537303217,"<= 1 year","2017-08-01","2017",0.0848733744010951,"Recruiting",7,"Recruiting","No",2,"Children's Hospitals and Clinics of Minnesota","Other",4,"2",55102,"Saint Paul","MN",44.935315,-93.12049,1,"US",1
"3647","NCT03252964","Interventional",1,"N/A",8,"Diabetes",3,"Device",1,NA,46,"<=50","2017-07-01","2017","2028-02-01","2028",10.5872689938398,"10+ years","2017-08-01","2017",0.0848733744010951,"Active, not recruiting",1,"Active, not recruiting","No",2,"Savvysherpa, Inc.","Industry",1,"1",89104,"Las Vegas","NV",36.151108,-115.10857,1,"US",1
"3648","NCT03253328","Interventional",1,"N/A",8,"Diabetes",3,"Drug",2,NA,50,"<=50","2016-12-01","2016","2018-12-01","2018",1.99863107460643,"1-2 years","2017-08-01","2017",0.665297741273101,"Recruiting",7,"Recruiting","No",2,"Washington University School of Medicine","Other",4,"1",63110,"Saint Louis","MO",38.622601,-90.26182,1,"US",1
"3649","NCT03254524","Observational",2,NA,NA,"Other",4,"Other",NA,1,100,"50-100","2014-08-01","2014","2019-04-01","2019",4.6652977412731,"2-5 years","2017-08-01","2017",3.00068446269678,"Active, not recruiting",1,"Active, not recruiting","No",2,"New York University School of Medicine","Other",4,"1",10016,"New York","NY",40.74618,-73.97759,1,"US",1
"3650","NCT03257501","Observational",2,NA,NA,"Diabetes",3,"Device",NA,1,104,"100-1,000","2017-08-01","2017","2018-01-01","2018",0.418891170431211,"<= 1 year","2017-08-01","2017",0,"Completed",3,"Completed","No",2,"Abbott Diabetes Care","Industry",1,"1",93105,"Santa Barbara","CA",34.44005,-119.75496,1,"US",1
"3651","NCT03258281","Interventional",1,"Early Phase 1",1,"Type 2",2,"Drug",2,NA,150,"100-1,000","2018-05-01","2018","2019-01-01","2019",0.670773442847365,"<= 1 year","2017-08-01","2017",-0.747433264887064,"Recruiting",7,"Recruiting","No",2,"Inova Health Care Services","Other",4,"1",22042,"Falls Church","VA",38.864669,-77.18781,1,"US",1
"3652","NCT03258723","Interventional",1,"Phase 4",7,"Diabetes",3,"Behavioral",2,NA,750,"100-1,000","2018-01-01","2018","2020-06-01","2020",2.41478439425051,"2-5 years","2017-08-01","2017",-0.418891170431211,"Not yet recruiting",6,"Not yet recruiting","No",2,"Yale University","Other",4,"1",11203,"Brooklyn","NY",40.649059,-73.93304,4,"US",1
"3653","NCT03258853","Interventional",1,"N/A",8,"Diabetes",3,"Device",3,NA,129,"100-1,000","2018-01-01","2018","2023-12-01","2023",5.91375770020534,"5-10 years","2017-08-01","2017",-0.418891170431211,"Recruiting",7,"Recruiting","No",2,"Massachusetts General Hospital","Other",4,"2",2114,"Boston","MA",42.361792,-71.06774,1,"US",1
"3654","NCT03258918","Interventional",1,"N/A",8,"Other",4,"Behavioral",1,NA,22,"<=50","2017-09-01","2017","2018-11-01","2018",1.16632443531828,"1-2 years","2017-08-01","2017",-0.0848733744010951,"Active, not recruiting",1,"Active, not recruiting","No",2,"University of Michigan","Other",4,"2",48109,"Ann Arbor","MI",42.291637,-83.71831,1,"US",1
"3655","NCT03259789","Interventional",1,"Phase 3",6,"Diabetes",3,"Drug",2,NA,350,"100-1,000","2017-11-01","2017","2019-10-01","2019",1.91375770020534,"1-2 years","2017-08-01","2017",-0.251882272416153,"Recruiting",7,"Recruiting","No",2,"Theracos","Industry",1,"1",35205,"Birmingham","AL",33.497055,-86.8057,2,"US",1
"3656","NCT03259984","Observational",2,NA,NA,"Type 2",2,NA,NA,3,72,"50-100","2016-11-01","2016","2018-08-01","2018",1.74674880219028,"1-2 years","2017-08-01","2017",0.747433264887064,"Recruiting",7,"Recruiting","No",2,"University of Arizona","Other",4,"1",85724,"Tucson","AZ",32.240571,-110.944343,1,"US",1
"3657","NCT03260868","Interventional",1,"Phase 4",7,"Type 1",1,"Drug",2,NA,150,"100-1,000","2017-09-01","2017","2019-04-01","2019",1.57973990417522,"1-2 years","2017-08-01","2017",-0.0848733744010951,"Recruiting",7,"Recruiting","No",2,"Sanofi","Industry",1,"1",50265,"West Des Moines","IA",41.570916,-93.73568,2,"US",1
"3658","NCT03260881","Interventional",1,"Phase 4",7,"Diabetes",3,"Drug",2,NA,40,"<=50","2018-09-01","2018","2020-06-01","2020",1.74948665297741,"1-2 years","2017-08-01","2017",-1.08418891170431,"Not yet recruiting",6,"Not yet recruiting","No",2,"University of Miami","Other",4,"1",33136,"Miami","FL",25.786326,-80.2029,1,"US",1
"3659","NCT03262116","Interventional",1,"N/A",8,"Type 1",1,"Drug",3,NA,20,"<=50","2018-04-01","2018","2019-12-01","2019",1.66735112936345,"1-2 years","2017-08-01","2017",-0.665297741273101,"Not yet recruiting",6,"Not yet recruiting","No",2,"Massachusetts General Hospital","Other",4,"2",2114,"Boston","MA",42.361792,-71.06774,1,"US",1
"3660","NCT03262415","Observational",2,NA,NA,"Diabetes",3,"Device",NA,1,30,"<=50","2017-02-01","2017","2018-09-01","2018",1.57973990417522,"1-2 years","2017-08-01","2017",0.49555099247091,"Recruiting",7,"Recruiting","No",2,"Joslin Diabetes Center","Other",4,"2",2215,"Boston","MA",42.346997,-71.10215,1,"US",1
"3661","NCT03263494","Interventional",1,"Phase 3",6,"Type 1",1,"Device",2,NA,200,"100-1,000","2018-01-01","2018","2019-07-01","2019",1.49486652977413,"1-2 years","2017-08-01","2017",-0.418891170431211,"Recruiting",7,"Recruiting","No",2,"Jaeb Center for Health Research","Other",4,"2",90027,"Los Angeles","CA",34.111208,-118.28842,1,"US",1
"3662","NCT03266133","Interventional",1,"N/A",8,"Diabetes",3,"Behavioral",2,NA,80,"50-100","2017-11-01","2017","2019-07-01","2019",1.66187542778919,"1-2 years","2017-08-01","2017",-0.251882272416153,"Enrolling by invitation",4,"Recruiting","Yes",1,"University of Pittsburgh","Other",4,"1",15213,"Pittsburgh","PA",40.443269,-79.95487,1,"US",1
"3663","NCT03267264","Interventional",1,"N/A",8,"Diabetes",3,"Device",4,NA,260,"100-1,000","2017-09-01","2017","2018-06-01","2018",0.747433264887064,"<= 1 year","2017-08-01","2017",-0.0848733744010951,"Active, not recruiting",1,"Active, not recruiting","No",2,"Becton, Dickinson and Company","Industry",1,"1",96814,"Honolulu","HI",21.300167,-157.84777,1,"US",1
"3664","NCT03268005","Interventional",1,"Phase 3",6,"Diabetes",3,"Drug",2,NA,1072,"1,000-5,000","2017-09-01","2017","2019-01-01","2019",1.33333333333333,"1-2 years","2017-08-01","2017",-0.0848733744010951,"Recruiting",7,"Recruiting","No",2,"Novo Nordisk A/S","Industry",1,"1",94520,"Concord","CA",37.986321,-122.03988,18,"US",1
"3665","NCT03268941","Interventional",1,"Phase 1",2,"Diabetes",3,"Drug",6,NA,51,"50-100","2017-09-01","2017","2018-03-01","2018",0.49555099247091,"<= 1 year","2017-08-01","2017",-0.0848733744010951,"Completed",3,"Completed","No",2,"Millennium Pharmaceuticals, Inc.","Industry",1,"1",85381,"Peoria","AZ",33.60864,-112.22791,1,"US",1
"3666","NCT03270436","Interventional",1,"N/A",8,"Type 2",2,"Behavioral",2,NA,378,"100-1,000","2018-01-01","2018","2020-01-01","2020",1.99863107460643,"1-2 years","2017-09-01","2017",-0.334017796030116,"Recruiting",7,"Recruiting","No",2,"University of Arkansas","Other",4,"1",72703,"Fayetteville","AR",36.107078,-94.11592,1,"US",1
"3667","NCT03272074","Interventional",1,"N/A",8,"Type 2",2,"Other",2,NA,42,"<=50","2015-09-01","2015","2017-08-01","2017",1.91649555099247,"1-2 years","2017-09-01","2017",2.00136892539357,"Completed",3,"Completed","No",2,"Florida State University","Other",4,"2",32306,"Tallahassee","FL",30.442499,-84.29855,1,"US",1
"3668","NCT03279263","Interventional",1,"Phase 2",4,"Type 2",2,"Drug",4,NA,400,"100-1,000","2017-09-01","2017","2019-09-01","2019",1.99863107460643,"1-2 years","2017-09-01","2017",0,"Recruiting",7,"Recruiting","No",2,"Melior Pharmaceuticals","Other",4,"2",90057,"Los Angeles","CA",34.061911,-118.27687,1,"US",1
"3669","NCT03283566","Interventional",1,"Phase 2",4,"Other",4,"Drug",2,NA,10,"<=50","2017-10-01","2017","2019-10-01","2019",1.99863107460643,"1-2 years","2017-09-01","2017",-0.082135523613963,"Recruiting",7,"Recruiting","No",2,"The Cleveland Clinic","Other",4,"3",44195,"Cleveland","OH",41.685744,-81.672797,1,"US",1
"3670","NCT03283657","Interventional",1,"N/A",8,"Other",4,"Behavioral",2,NA,120,"100-1,000","2017-11-01","2017","2019-03-01","2019",1.32785763175907,"1-2 years","2017-09-01","2017",-0.167008898015058,"Enrolling by invitation",4,"Recruiting","No",2,"Northwestern University","Other",4,"2",60611,"Chicago","IL",41.904667,-87.62504,1,"US",1
